"TrialDescription","GasMeasured","EmissionMeasTechnique","Country","InstituteName","AnimalCategory","ManureType","ManureTreatment","ApplicStartDate","ReplicateNumber","Latitude","Longitude","InhibitorType","ManureDM","ManureTotalN","ManureTAN","ManureRAN","ManureOrgC","ManureCNRatio","ManurePH","ManureApplicRate","ManureApplicRateUnit","ManureTNApplicRate","ManureTANApplicRate","ManureRANApplicRate","ManureApplicSeason","ManureApplicMethod","ManureSoilIncorporation","NH3TimeOfIncorporation","DurationOfEmissionMeasurement","CumulatEmission","EmissionFactor","SoilNH4","SoilNO3","SoilTotalNitrogen","SoilOrganicCarbon","SoilPH","SoilBulkDensity","SoilClay","SoilTexture","SoilWaterUnit","SoilWaterDay1Avg","SoilWaterFirst30dAvg","SoilWaterEntireExptAvg","NH3AirTemperature24hAvg","AirTemperatureFirst30dAvg","AirTemperatureEntireExptAvg","RainfallIrrigation30d","TotalRainfallIrrigationEntireExpt","NH3CumulEmission72h","NH3CropHeight","NH3WindSpeed12h","NH3WindSpeed3d","NH3WindSpeedHeight","NH3RainIrrigation1h","NH3RainIrrigation6h","AnimalSubCategory","DietDMContent","DietLipidContent","DietAshContent","DryMatterIntake","CrudeProtein","CrudeFibre","NDFContent","OMDigestibilityCoefficient","MultiphaseFeeding","Diet","SwineFeedType","ForageSpecies","ForageDMContent","ConcentrateType","ConcentrateDM","ProportionOfConcentrateInDiet","NitrogenDigestibilityCoefficient","NDFDigestibilityCoefficient","CH4Enteric","DatabaseId","ClimateZone","AnimalBreed","TypeOfBeddingMaterial","RateOfInhibitorApplicUnit","RateOfInhibitorApplic","ManureDurationOfStorage","SoilDepthMineralN","SoilDepthOther","CropType","CropYieldDryMatter","CropTotalYieldUnit","CropTotalYield","CropTotalN","NameEntryPerson","DateEntryCompleted","NameQCPersonIfRelevant","OnlineLinkPaper","Reference","QCCommentsIfRelevant","QCDateCompleted","StartGasMeasurements","EndGasMeasurements","NumberOfMeasurements","N2OChambersPerPlot ","N2OChamberArea","N2OGasSamplesPerChamber","NumberOfReplicates","IfMeanWhatVariationUnit","DegreeOfVariation","DescribeStatMethodUsed","SourceOfData","Comments"
"Cracking Clays Faringdon","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2011-03-15","3",51.65,1.6426,,5.81,2.47,0.97,,,,7,46.8,"t/ha",115.596,45.396,,,"trailing hose","none",,5.64583333333333,16.503,0.142764455517492,,,,3.3,7.24,1.13,54,"clay",,,,,10,,6.9583,,3.4,14.555,,9.6927,7.7115,2,0,0,,,,,,,,,,,,,,,,,,,,,965,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2011-03-15","2011-03-21",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Faringdon","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2010-09-07","3",51.65,1.6426,,3.71,2.17,1.23,,,,7.5,47,"t/ha",101.99,57.81,,,"trailing hose","none",,5.97083333333333,4.5167,0.0442857142857143,,,,3.3,7.24,1.16,54,"clay",,,,,14,,15.175,,5.8,3.731,,16.347,11.214,2,2.4,2.4,,,,,,,,,,,,,,,,,,,,,966,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2010-09-07","2010-09-13",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Faringdon","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2010-09-07","1",51.65,1.6426,,3.71,2.17,1.23,,,,7.5,47,"t/ha",101.99,57.81,,,"trailing hose","none",,5.95,10.27,0.100696146681047,,,,3.3,7.24,1.16,54,"clay",,,,,14,,15.181,,5.8,8.819,,16.347,11.214,2,2.4,2.4,,,,,,,,,,,,,,,,,,,,,967,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2010-09-07","2010-09-13",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Faringdon","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2010-09-07","2",51.65,1.6426,,3.71,2.17,1.23,,,,7.5,47,"t/ha",101.99,57.81,,,"trailing hose","none",,5.97083333333333,5.9409,0.0582498284145505,,,,3.3,7.24,1.16,54,"clay",,,,,14,,15.175,,5.8,4.983,,16.347,11.214,2,2.4,2.4,,,,,,,,,,,,,,,,,,,,,968,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2010-09-07","2010-09-13",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Faringdon","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2010-07-06","1",51.65,1.6426,,4.53,2.4,1.11,,,,7.53,54.3,"t/ha",130.32,60.273,,,"trailing hose","none",,5.98333333333333,8.6156,0.0661111111111111,,,,3.3,7.24,1.23,54,"clay",,,,,17.483,,19.082,,0,8.2328,,2.265,2.7909,2,,0,,,,,,,,,,,,,,,,,,,,,969,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2010-07-06","2010-07-12",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Faringdon","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2011-07-05","1",51.65,1.6426,,4.9,2.66,1.31,,,,7.77,49.1,"t/ha",130.606,64.321,,,"trailing hose","none",,6.02916666666667,13.869,0.106189608440654,,,,3.3,7.24,1.11,54,"clay",,,,,14.756,,15.469,,19,13.702,,2.7548,3.8059,2,2.2,2.2,,,,,,,,,,,,,,,,,,,,,970,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2011-07-05","2011-07-11",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Faringdon","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2010-07-06","2",51.65,1.6426,,4.53,2.4,1.11,,,,7.53,54.3,"t/ha",130.32,60.273,,,"trailing hose","none",,6,10.254,0.078683241252302,,,,3.3,7.24,1.23,54,"clay",,,,,17.5,,19.083,,0,10.11,,2.265,2.7968,2,0,0,,,,,,,,,,,,,,,,,,,,,971,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2010-07-06","2010-07-12",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Faringdon","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2011-07-05","2",51.65,1.6426,,4.9,2.66,1.31,,,,7.77,49.1,"t/ha",130.606,64.321,,,"trailing hose","none",,6.02916666666667,10.651,0.0815506178889178,,,,3.3,7.24,1.11,54,"clay",,,,,14.756,,15.469,,19,10.445,,2.7548,3.8059,2,2.2,2.2,,,,,,,,,,,,,,,,,,,,,972,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2011-07-05","2011-07-11",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2010-10-13","2",50.778,3.9191,,7.84,3.17,1.41,,,,7.77,43.4,"t/ha",137.578,61.194,,,"trailing shoe","none",,6.8875,4.8816,0.0354824172469436,,,,,,0.8,38,"clay",,,,,9.9448,,8.4383,,4.6,3.7746,19.5,1.2488,0.9575,2,,0,,,,,,,,,,,,,,,,,,,,,973,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2010-10-13","2010-10-20",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2009-05-06","1",50.778,3.9191,,7.67,3.38,1.74,,,,7.12,45.5,"t/ha",153.79,79.17,,,"trailing shoe","none",,7.11666666666667,19.309,0.125554327329475,,,,,,0.8,38,"clay",,,,,11.446,,10.606,,4.6,17.898,23.3,4.6361,3.5175,2,,0,,,,,,,,,,,,,,,,,,,,,974,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2009-05-06","2009-05-13",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2010-06-15","1",50.778,3.9191,,9.18,3.33,1.49,,,,7.02,42.6,"t/ha",141.858,63.474,,,"trailing shoe","none",,6.94166666666667,4.8334,0.0340721002692834,,,,,,0.8,38,"clay",,,,,16.196,,14.303,,0,3.7518,15.6,3.6814,1.8435,2,,0,,,,,,,,,,,,,,,,,,,,,975,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2010-06-15","2010-06-22",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2011-06-22","2",50.778,3.9191,,8.13,3.85,1.37,,,,6.75,42.7,"t/ha",164.395,58.499,,,"trailing shoe","none",,7.0625,6.1618,0.0374816752334317,,,,,,0.8,38,"clay",,,,,14.511,,14.57,,9.8,5.9681,15.8,2.7911,3.0529,2,,0.4,,,,,,,,,,,,,,,,,,,,,976,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2011-06-22","2011-06-29",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2008-09-30","3",50.778,3.9191,,3.85,2.54,1.3,,,,7.52,58.6,"t/ha",148.844,76.18,,,"trailing shoe","none",,6.95416666666667,3.527,0.0236959501222757,,,,,,0.8,38,"clay",,,,,11.788,,10.266,,37.8,4.1056,8.9,5.1108,4.398,2,,2.2,,,,,,,,,,,,,,,,,,,,,977,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2008-09-30","2008-10-07",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2010-10-13","3",50.778,3.9191,,7.84,3.17,1.41,,,,7.77,43.4,"t/ha",137.578,61.194,,,"trailing shoe","none",,6.99583333333333,4.8192,0.0350288563578479,,,,,,0.8,38,"clay",,,,,8.6233,,8.4525,,4.6,4.4011,19.3,1.6143,0.90752,2,,0,,,,,,,,,,,,,,,,,,,,,978,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2010-10-13","2010-10-20",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2009-06-22","3",50.778,3.9191,,5.88,2.79,1.43,,,,7.68,55.4,"t/ha",154.566,79.222,,,"trailing shoe","none",,6.82916666666667,14.458,0.0935393294773754,,,,,,0.8,38,"clay",,,,,16.971,,16.639,,1,13.048,11.5,1.31,1.7969,2,,0,,,,,,,,,,,,,,,,,,,,,979,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2009-06-22","2009-06-29",6,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2010-06-16","2",50.778,3.9191,,9.18,3.33,1.49,,,,7.02,42.6,"t/ha",141.858,63.474,,,"trailing shoe","none",,6.95416666666667,12.854,0.0906117384990624,,,,,,0.8,38,"clay",,,,,13.919,,14.792,,0,12.714,16.2,3.8283,1.8708,2,,0,,,,,,,,,,,,,,,,,,,,,980,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2010-06-16","2010-06-23",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2011-06-21","3",50.778,3.9191,,8.13,3.85,1.37,,,,6.75,42.7,"t/ha",164.395,58.499,,,"trailing shoe","none",,7.0625,10.1,0.0614373916481645,,,,,,0.8,38,"clay",,,,,16.011,,14.803,,16.6,8.303,13.7,3.8068,3.4981,2,,0.4,,,,,,,,,,,,,,,,,,,,,981,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2011-06-21","2011-06-28",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2009-05-05","3",50.778,3.9191,,7.67,3.38,1.74,,,,7.12,45.5,"t/ha",153.79,79.17,,,"trailing shoe","none",,7.1625,31.749,0.206443852005982,,,,,,0.92,38,"clay",,,,,11.915,,10.778,,7.8,29.26,22.2,4.6493,4.2445,2,,0,,,,,,,,,,,,,,,,,,,,,982,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2009-05-05","2009-05-12",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
"Cracking Clays Rowden","NH3","micro met","UK","ADAS-RR","Cattle","slurry","none","2011-02-02","3",50.778,3.9191,,7.15,3.18,1.4,,,,7.04,31.2,"t/ha",99.216,43.68,,,"trailing shoe","none",,7.04583333333333,12.99,0.130926463473633,,,,,,0.92,38,"clay",,,,,7.7213,,8.5442,,10.6,9.9623,10.4,5.1727,5.4671,2,,0,,,,,,,,,,,,,,,,,,,,,983,,,"none",,,,,,,,,,,"Sasha D. Hafner","2019-10-17",,"https://www.sciencedirect.com/science/article/pii/S0168192317304008","Hafner, S.D., Pacholski, A., Bittman, S., Burchill, W., Bussink, W., Chantigny, M., Carozzi, M., Génermont, S., Häni, C., Hansen, M.N., Huijsmans, J., Hunt, D., Kupper, T., Lanigan, G., Loubet, B., Misselbrook, T., Meisinger, J.J., Neftel, A., Nyord, T., Pedersen, S.V., Sintermann, J., Thompson, R.B., Vermeulen, B., Vestergaard, A.V., Voylokov, P., Williams, J.R., Sommer, S.G., 2018. The ALFAM2 database on ammonia emission from field-applied manure: Description and illustrative analysis. Agricultural and Forest Meteorology, Greenhouse gas and ammonia emissions from livestock production 258, 66–79. https://doi.org/10.1016/j.agrformet.2017.11.027",,,"2011-02-02","2011-02-09",7,,,,1,,,,"dataset+publication","Cattle level for AnimalCategory variable may include dairy and beef. Data from ALFAM2 database v1.3."
